start,end,op_idx,op_name,wc,job_id,operator_grp,arrival,duration
38.0,39.82,6,Op7,3,11,O1,16.89509769942362,1.82
39.0,40.05,0,Op1,4,21,O4,37.379234423132026,1.05
40.05,41.625,7,Op8,4,6,O1,3.0584987550749503,1.575
41.0,42.575,0,Op1,2,21,O4,37.379234423132026,1.575
40.0,42.975,8,Op9,0,19,O3,34.256310016472206,2.975
41.625,43.55,2,Op3,4,20,O2,35.90951810774097,1.925
43.0,44.75,2,Op3,3,21,O1,37.379234423132026,1.75
43.0,45.1,5,Op6,2,19,O4,34.256310016472206,2.1
44.75,46.57,6,Op7,3,12,O3,18.164831480395694,1.82
45.1,46.78,3,Op4,2,22,O2,37.915861744365415,1.68
45.0,47.275,4,Op5,0,3,O1,0.0,2.275
46.0,47.75,4,Op5,1,19,O4,34.256310016472206,1.75
47.0,48.575,7,Op8,4,12,O3,18.164831480395694,1.575
47.75,49.325,3,Op4,1,11,O2,16.89509769942362,1.575
48.0,49.82,6,Op7,3,20,O1,35.90951810774097,1.82
2.0,3.575,7,Op8,4,4,O1,0.7750026203533505,1.575
1.0,4.15,8,Op9,2,0,O2,0.0,3.15
4.15,5.9,1,Op2,2,3,O4,0.0,1.75
5.0,7.1,3,Op4,4,5,O1,2.69576825208119,2.1
6.0,7.575,3,Op4,1,6,O2,3.0584987550749503,1.575
8.0,9.05,0,Op1,4,5,O1,2.69576825208119,1.05
6.0,9.15,8,Op9,2,3,O4,0.0,3.15
7.0,9.625,7,Op8,3,7,O3,6.7719958608702315,2.625
8.0,9.75,4,Op5,1,6,O2,3.0584987550749503,1.75
10.0,11.575,2,Op3,0,6,O3,3.0584987550749503,1.575
10.0,11.75,1,Op2,2,7,O4,6.7719958608702315,1.75
10.0,11.925,2,Op3,4,5,O2,2.69576825208119,1.925
12.0,13.225,0,Op1,0,6,O3,3.0584987550749503,1.225
12.0,13.575,0,Op1,2,7,O2,6.7719958608702315,1.575
11.925,14.025,3,Op4,4,3,O1,0.0,2.1
13.575,15.149999999999999,0,Op1,2,9,O4,9.791130603892675,1.575
15.0,16.575,7,Op8,4,3,O1,0.0,1.575
14.0,16.625,7,Op8,3,6,O3,3.0584987550749503,2.625
15.149999999999999,16.83,3,Op4,2,7,O2,6.7719958608702315,1.68
17.0,18.75,4,Op5,1,11,O1,16.89509769942362,1.75
16.83,19.979999999999997,8,Op9,2,9,O4,9.791130603892675,3.15
18.0,20.8,5,Op6,4,10,O3,15.843160336681235,2.8
19.979999999999997,22.08,5,Op6,2,7,O2,6.7719958608702315,2.1
20.8,22.725,2,Op3,4,2,O1,0.0,1.925
21.0,23.975,7,Op8,1,12,O4,18.164831480395694,2.975
21.0,23.975,8,Op9,0,10,O3,15.843160336681235,2.975
23.0,24.75,1,Op2,2,8,O2,7.0410611204498315,1.75
24.0,25.82,6,Op7,3,12,O3,18.164831480395694,1.82
24.0,26.8,5,Op6,4,14,O1,22.57292544923619,2.8
26.8,29.6,5,Op6,4,10,O4,15.843160336681235,2.8
28.0,29.82,6,Op7,3,11,O1,16.89509769942362,1.82
29.0,30.225,0,Op1,0,17,O3,28.501712768056304,1.225
29.6,31.525000000000002,2,Op3,4,13,O2,19.33792781270209,1.925
30.0,31.68,3,Op4,2,11,O4,16.89509769942362,1.68
31.525000000000002,32.575,0,Op1,4,10,O1,15.843160336681235,1.05
31.0,33.275,4,Op5,0,17,O3,28.501712768056304,2.275
32.0,33.575,0,Op1,2,11,O2,16.89509769942362,1.575
33.0,34.4,0,Op1,3,18,O4,32.955303120001616,1.4
33.0,34.925,8,Op9,4,10,O1,15.843160336681235,1.925
34.0,35.575,3,Op4,1,15,O2,25.25582894908022,1.575
35.0,36.68,3,Op4,2,18,O4,32.955303120001616,1.68
36.0,37.05,1,Op2,0,17,O1,28.501712768056304,1.05
36.0,37.575,3,Op4,1,15,O2,25.25582894908022,1.575
34.925,37.724999999999994,5,Op6,4,12,O3,18.164831480395694,2.8
38.0,39.82,6,Op7,3,12,O3,18.164831480395694,1.82
38.0,40.1,5,Op6,2,16,O2,27.275561631536668,2.1
40.0,41.575,7,Op8,4,12,O3,18.164831480395694,1.575
40.1,41.675000000000004,0,Op1,2,21,O4,37.379234423132026,1.575
41.675000000000004,43.25000000000001,0,Op1,2,19,O1,34.256310016472206,1.575
41.575,43.675000000000004,3,Op4,4,22,O2,37.915861744365415,2.1
42.0,43.75,4,Op5,1,18,O4,32.955303120001616,1.75
43.25000000000001,44.82500000000001,0,Op1,2,21,O3,37.379234423132026,1.575
44.0,46.975,8,Op9,0,19,O1,34.256310016472206,2.975
45.0,47.1,3,Op4,4,24,O2,42.833620580600666,2.1
47.1,49.025,8,Op9,4,22,O3,37.915861744365415,1.925
48.0,49.75,1,Op2,2,24,O2,42.833620580600666,1.75
2.0,3.925,8,Op9,4,2,O1,0.0,1.925
1.0,4.15,8,Op9,2,0,O2,0.0,3.15
3.925,5.85,8,Op9,4,3,O3,0.0,1.925
4.15,5.9,1,Op2,2,1,O4,0.0,1.75
6.0,7.225,0,Op1,0,3,O3,0.0,1.225
6.0,7.575,3,Op4,1,6,O4,3.0584987550749503,1.575
5.0,7.625,7,Op8,3,4,O1,0.7750026203533505,2.625
5.9,8.0,5,Op6,2,0,O2,0.0,2.1
8.0,9.75,4,Op5,1,6,O2,3.0584987550749503,1.75
8.0,10.1,3,Op4,4,5,O3,2.69576825208119,2.1
10.0,11.575,2,Op3,0,6,O1,3.0584987550749503,1.575
10.0,11.75,1,Op2,2,8,O2,7.0410611204498315,1.75
11.0,12.05,0,Op1,4,5,O3,2.69576825208119,1.05
9.75,12.725,7,Op8,1,7,O4,6.7719958608702315,2.975
12.0,13.225,0,Op1,0,6,O1,3.0584987550749503,1.225
13.0,14.75,1,Op2,2,7,O2,6.7719958608702315,1.75
13.0,14.925,2,Op3,4,5,O3,2.69576825208119,1.925
14.75,16.325,0,Op1,2,9,O4,9.791130603892675,1.575
15.0,17.625,7,Op8,3,6,O1,3.0584987550749503,2.625
16.325,17.9,0,Op1,2,7,O2,6.7719958608702315,1.575
16.0,18.8,5,Op6,4,10,O3,15.843160336681235,2.8
19.0,20.925,8,Op9,4,10,O3,15.843160336681235,1.925
17.9,21.049999999999997,8,Op9,2,9,O4,9.791130603892675,3.15
19.0,21.625,7,Op8,3,12,O1,18.164831480395694,2.625
21.049999999999997,22.729999999999997,3,Op4,2,7,O2,6.7719958608702315,1.68
21.0,23.8,5,Op6,4,10,O3,15.843160336681235,2.8
23.0,25.275,4,Op5,0,1,O2,0.0,2.275
24.0,25.4,0,Op1,3,10,O3,15.843160336681235,1.4
23.8,25.725,2,Op3,4,13,O1,19.33792781270209,1.925
25.275,27.549999999999997,4,Op5,0,11,O4,16.89509769942362,2.275
26.0,27.82,6,Op7,3,12,O1,18.164831480395694,1.82
27.0,29.1,3,Op4,4,15,O3,25.25582894908022,2.1
26.0,29.15,8,Op9,2,10,O2,15.843160336681235,3.15
30.0,31.575,3,Op4,1,15,O2,25.25582894908022,1.575
29.1,31.900000000000002,5,Op6,4,7,O1,6.7719958608702315,2.8
30.0,32.1,5,Op6,2,16,O4,27.275561631536668,2.1
32.0,33.05,1,Op2,0,0,O1,0.0,1.05
33.0,34.575,0,Op1,2,17,O2,28.501712768056304,1.575
33.05,35.324999999999996,4,Op5,0,1,O3,0.0,2.275
35.0,36.05,0,Op1,4,19,O2,34.256310016472206,1.05
34.575,36.150000000000006,0,Op1,2,18,O4,32.955303120001616,1.575
35.0,36.82,6,Op7,3,11,O1,16.89509769942362,1.82
36.0,38.275,4,Op5,0,17,O3,28.501712768056304,2.275
37.0,38.925,8,Op9,4,19,O1,34.256310016472206,1.925
39.0,40.05,1,Op2,0,17,O1,28.501712768056304,1.05
38.925,41.025,3,Op4,4,18,O2,32.955303120001616,2.1
41.0,42.225,0,Op1,0,21,O1,37.379234423132026,1.225
41.025,42.949999999999996,2,Op3,4,20,O4,35.90951810774097,1.925
42.0,43.75,4,Op5,1,18,O2,32.955303120001616,1.75
43.0,44.225,0,Op1,0,21,O1,37.379234423132026,1.225
43.0,45.1,5,Op6,2,1,O4,0.0,2.1
42.949999999999996,45.74999999999999,5,Op6,4,19,O3,34.256310016472206,2.8
45.0,46.75,2,Op3,3,21,O1,37.379234423132026,1.75
45.1,46.78,3,Op4,2,11,O2,16.89509769942362,1.68
46.78,48.53,1,Op2,2,23,O4,40.430500809269176,1.75
46.75,48.57,6,Op7,3,20,O3,35.90951810774097,1.82
47.0,48.575,3,Op4,1,22,O2,37.915861744365415,1.575
47.0,49.1,3,Op4,4,3,O1,0.0,2.1
2.0,3.925,8,Op9,4,2,O3,0.0,1.925
1.0,4.15,8,Op9,2,0,O2,0.0,3.15
4.15,6.25,5,Op6,2,1,O4,0.0,2.1
5.0,6.575,7,Op8,4,4,O2,0.7750026203533505,1.575
4.0,6.975,8,Op9,0,2,O3,0.0,2.975
6.25,7.825,0,Op1,2,3,O1,0.0,1.575
7.0,8.575,3,Op4,1,6,O4,3.0584987550749503,1.575
7.0,9.975,8,Op9,0,2,O3,0.0,2.975
9.0,10.75,4,Op5,1,6,O4,3.0584987550749503,1.75
7.825,10.975,8,Op9,2,1,O2,0.0,3.15
9.975,12.95,8,Op9,0,0,O1,0.0,2.975
11.0,13.1,3,Op4,4,5,O2,2.69576825208119,2.1
13.0,14.05,1,Op2,0,0,O1,0.0,1.05
13.1,14.674999999999999,7,Op8,4,7,O3,6.7719958608702315,1.575
14.0,15.575,0,Op1,2,5,O2,2.69576825208119,1.575
15.0,16.05,1,Op2,0,7,O3,6.7719958608702315,1.05
14.674999999999999,16.599999999999998,2,Op3,4,6,O4,3.0584987550749503,1.925
15.575,17.15,0,Op1,2,9,O1,9.791130603892675,1.575
17.0,18.05,0,Op1,4,6,O2,3.0584987550749503,1.05
17.0,18.225,0,Op1,0,7,O3,6.7719958608702315,1.225
17.0,18.75,4,Op5,1,11,O4,16.89509769942362,1.75
18.225,19.275000000000002,1,Op2,0,8,O1,7.0410611204498315,1.05
19.0,20.575,7,Op8,4,6,O3,3.0584987550749503,1.575
19.0,20.68,3,Op4,2,7,O4,6.7719958608702315,1.68
20.0,21.575,2,Op3,0,13,O1,19.33792781270209,1.575
20.575,22.15,7,Op8,4,12,O2,18.164831480395694,1.575
21.0,23.1,5,Op6,2,7,O4,6.7719958608702315,2.1
23.0,25.8,5,Op6,4,10,O2,15.843160336681235,2.8
23.0,25.975,8,Op9,0,9,O1,9.791130603892675,2.975
24.0,26.1,5,Op6,2,14,O4,22.57292544923619,2.1
25.975,27.55,2,Op3,0,5,O3,2.69576825208119,1.575
26.0,27.925,8,Op9,4,10,O1,15.843160336681235,1.925
28.0,29.68,3,Op4,2,15,O2,25.25582894908022,1.68
29.68,31.78,5,Op6,2,16,O4,27.275561631536668,2.1
29.0,31.8,5,Op6,4,10,O1,15.843160336681235,2.8
31.8,32.85,0,Op1,4,17,O3,28.501712768056304,1.05
31.78,33.46,3,Op4,2,15,O2,25.25582894908022,1.68
32.85,33.9,0,Op1,4,10,O1,15.843160336681235,1.05
33.0,34.75,4,Op5,1,17,O4,28.501712768056304,1.75
33.0,34.82,6,Op7,3,11,O3,16.89509769942362,1.82
34.0,35.575,0,Op1,2,18,O2,32.955303120001616,1.575
34.0,35.925,8,Op9,4,10,O1,15.843160336681235,1.925
35.0,36.575,3,Op4,1,11,O4,16.89509769942362,1.575
36.0,37.575,2,Op3,0,20,O3,35.90951810774097,1.575
36.0,37.68,3,Op4,2,18,O2,32.955303120001616,1.68
36.0,37.82,6,Op7,3,12,O1,18.164831480395694,1.82
37.68,39.255,0,Op1,2,19,O4,34.256310016472206,1.575
38.0,39.75,4,Op5,1,18,O2,32.955303120001616,1.75
38.0,40.8,5,Op6,4,12,O1,18.164831480395694,2.8
40.0,41.225,0,Op1,0,21,O3,37.379234423132026,1.225
41.0,42.82,6,Op7,3,12,O1,18.164831480395694,1.82
42.0,43.05,0,Op1,4,21,O3,37.379234423132026,1.05
40.0,43.15,8,Op9,2,19,O2,34.256310016472206,3.15
43.0,44.05,1,Op2,0,23,O1,40.430500809269176,1.05
43.15,44.83,3,Op4,2,22,O4,37.915861744365415,1.68
44.0,45.925,2,Op3,4,21,O2,37.379234423132026,1.925
45.0,46.82,6,Op7,3,20,O1,35.90951810774097,1.82
45.925,46.974999999999994,0,Op1,4,11,O3,16.89509769942362,1.05
47.0,48.05,1,Op2,0,25,O1,46.804457948661465,1.05
45.0,48.15,8,Op9,2,22,O4,37.915861744365415,3.15
48.0,49.575,7,Op8,4,12,O3,18.164831480395694,1.575
48.15,49.9,1,Op2,2,17,O2,28.501712768056304,1.75
1.0,2.575,0,Op1,2,1,O2,0.0,1.575
2.0,3.925,8,Op9,4,3,O1,0.0,1.925
2.575,4.675000000000001,5,Op6,2,2,O4,0.0,2.1
3.925,5.5,7,Op8,4,4,O3,0.7750026203533505,1.575
4.0,6.275,4,Op5,0,3,O1,0.0,2.275
4.675000000000001,6.775,5,Op6,2,1,O2,0.0,2.1
6.0,7.575,3,Op4,1,6,O4,3.0584987550749503,1.575
7.0,9.625,7,Op8,3,7,O3,6.7719958608702315,2.625
8.0,9.75,4,Op5,1,6,O4,3.0584987550749503,1.75
7.0,9.8,5,Op6,4,3,O1,0.0,2.8
10.0,11.05,1,Op2,0,7,O1,6.7719958608702315,1.05
10.0,11.575,0,Op1,2,9,O4,9.791130603892675,1.575
9.8,11.9,3,Op4,4,5,O2,2.69576825208119,2.1
11.05,12.625,2,Op3,0,6,O3,3.0584987550749503,1.575
12.625,13.85,0,Op1,0,7,O1,6.7719958608702315,1.225
13.85,15.075,0,Op1,0,6,O3,3.0584987550749503,1.225
12.0,15.15,8,Op9,2,9,O2,9.791130603892675,3.15
14.0,16.1,3,Op4,4,7,O1,6.7719958608702315,2.1
15.15,16.725,0,Op1,2,5,O4,2.69576825208119,1.575
17.0,18.575,2,Op3,0,5,O1,2.69576825208119,1.575
16.0,18.625,7,Op8,3,6,O3,3.0584987550749503,2.625
17.0,18.75,4,Op5,1,11,O4,16.89509769942362,1.75
17.0,19.8,5,Op6,4,7,O2,6.7719958608702315,2.8
19.0,20.82,6,Op7,3,11,O1,16.89509769942362,1.82
20.0,21.575,2,Op3,0,13,O3,19.33792781270209,1.575
21.0,22.75,1,Op2,2,8,O2,7.0410611204498315,1.75
22.0,24.8,5,Op6,4,10,O1,15.843160336681235,2.8
22.75,25.9,8,Op9,2,3,O4,0.0,3.15
24.8,26.375,7,Op8,4,12,O3,18.164831480395694,1.575
25.0,26.575,3,Op4,1,11,O2,16.89509769942362,1.575
25.0,27.975,8,Op9,0,10,O1,15.843160336681235,2.975
27.0,28.82,6,Op7,3,12,O3,18.164831480395694,1.82
27.0,29.1,5,Op6,2,14,O2,22.57292544923619,2.1
29.1,30.675,0,Op1,2,11,O4,16.89509769942362,1.575
28.0,30.8,5,Op6,4,10,O1,15.843160336681235,2.8
31.0,32.225,0,Op1,0,17,O1,28.501712768056304,1.225
31.0,32.575,3,Op4,1,15,O2,25.25582894908022,1.575
31.0,32.575,0,Op1,2,10,O4,15.843160336681235,1.575
33.0,34.575,3,Op4,1,15,O4,25.25582894908022,1.575
33.0,35.275,4,Op5,0,17,O1,28.501712768056304,2.275
33.0,35.8,5,Op6,4,12,O3,18.164831480395694,2.8
36.0,37.82,6,Op7,3,12,O3,18.164831480395694,1.82
35.8,38.599999999999994,5,Op6,4,16,O2,27.275561631536668,2.8
36.0,39.15,8,Op9,2,10,O4,15.843160336681235,3.15
39.0,40.05,0,Op1,4,21,O2,37.379234423132026,1.05
38.0,40.625,7,Op8,3,12,O3,18.164831480395694,2.625
39.15,40.725,0,Op1,2,18,O1,32.955303120001616,1.575
40.05,41.099999999999994,0,Op1,4,19,O4,34.256310016472206,1.05
41.0,42.05,1,Op2,0,23,O3,40.430500809269176,1.05
41.099999999999994,42.14999999999999,0,Op1,4,21,O1,37.379234423132026,1.05
41.0,42.575,3,Op4,1,22,O2,37.915861744365415,1.575
42.0,43.75,1,Op2,2,17,O4,28.501712768056304,1.75
43.0,44.575,2,Op3,0,21,O1,37.379234423132026,1.575
43.0,45.1,3,Op4,4,18,O2,32.955303120001616,2.1
44.575,46.150000000000006,2,Op3,0,20,O3,35.90951810774097,1.575
45.0,47.1,5,Op6,2,21,O4,37.379234423132026,2.1
46.0,47.75,4,Op5,1,18,O1,32.955303120001616,1.75
47.0,48.82,6,Op7,3,20,O3,35.90951810774097,1.82
48.0,49.925,8,Op9,4,22,O1,37.915861744365415,1.925
1.0,2.6799999999999997,3,Op4,2,2,O2,0.0,1.68
2.0,3.575,7,Op8,4,4,O1,0.7750026203533505,1.575
3.0,4.575,3,Op4,1,5,O2,2.69576825208119,1.575
2.6799999999999997,4.779999999999999,5,Op6,2,3,O4,0.0,2.1
5.0,6.225,0,Op1,0,5,O1,2.69576825208119,1.225
